FID,LOC_ID,SITECODE,UTM_E,UTM_N,LATITUDE,LONGITUDE,ALT_SITECODE,PI,LOC_TYPE,GPS_ELEV,DATE_COLLECTED,PROJECT_DESCRIPTION,,,,,,,,
1541,1542,196.0_brigham,450035.48,4433927.18,,,Shrub gradient plot 196,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1542,1543,187.0_brigham,449944.25,4433867.22,,,Shrub gradient plot 187,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1543,1544,193.0_brigham,449944.25,4433867.22,,,Shrub gradient plot 193,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1544,1545,45.0_brigham,450305.26,4434199.61,,,Shrub gradient plot 45,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1545,1546,47.0_brigham,450305.26,4434199.61,,,Shrub gradient plot 47,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1546,1547,198.0_brigham,450065.04,4433946.73,,,Shrub gradient plot 198,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1547,1548,199.0_brigham,450065.04,4433946.73,,,Shrub gradient plot 199,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1548,1549,52.0_brigham,450383.53,4433768.99,,,Shrub gradient plot 52,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1549,1550,55.0_brigham,450383.53,4433768.99,,,Shrub gradient plot 55,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1550,1551,115.0_brigham,450724.11,4433862.35,,,Shrub gradient plot 115,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1551,1552,116.0_brigham,450724.11,4433862.35,,,Shrub gradient plot 116,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1552,1553,103.0_brigham,450739.46,4433793.62,,,Shrub gradient plot 103,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1553,1554,50.0_brigham,450739.46,4433793.62,,,Shrub gradient plot 50,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1554,1555,117.0_brigham,450751.41,4433807.94,,,Shrub gradient plot 117,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1555,1556,118.0_brigham,450751.41,4433807.94,,,Shrub gradient plot 118,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1556,1557,51.0_brigham,450434.8,4433770.62,,,Shrub gradient plot 51,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1557,1558,56.0_brigham,450434.8,4433770.62,,,Shrub gradient plot 56,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1558,1559,28.0_brigham,450290.6066,4433767.12,,,Shrub gradient plot 28,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1559,1560,29.0_brigham,450290.6066,4433767.12,,,Shrub gradient plot 29,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1560,1561,26.0_brigham,450217.3355,4433773.721,,,Shrub gradient plot 26,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1561,1562,27.0_brigham,450217.3355,4433773.721,,,Shrub gradient plot 27,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1562,1563,22.0_brigham,450260.31,4433765.96,,,Shrub gradient plot 22,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1563,1564,23.0_brigham,450260.31,4433765.96,,,Shrub gradient plot 23,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1564,1565,120.0_brigham,450428.49,4434064.49,,,Shrub gradient plot 120,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1565,1566,119.0_brigham,450428.49,4434064.49,,,Shrub gradient plot 119,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1566,1567,36.0_brigham,450721.69,4433847.64,,,Shrub gradient plot 36,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1567,1568,54.0_brigham,450721.69,4433847.64,,,Shrub gradient plot 54,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1568,1569,149.0_brigham,450353.4,4434129.87,,,Shrub gradient plot 149,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1569,1570,148.0_brigham,450353.4,4434129.87,,,Shrub gradient plot 148,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1570,1571,152.0_brigham,450344.8,4434161.11,,,Shrub gradient plot 152,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1571,1572,154.0_brigham,450344.8,4434161.11,,,Shrub gradient plot 154,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1572,1573,40.0_brigham,450061.8,4433999.67,,,Shrub gradient plot 40,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1573,1574,102.0_brigham,450061.8,4433999.67,,,Shrub gradient plot 102,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1574,1575,101.0_brigham,450365.74,4434096.95,,,Shrub gradient plot 101,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1575,1576,153.0_brigham,450365.74,4434096.95,,,Shrub gradient plot 153,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1576,1577,157.0_brigham,450138.38,4434193.69,,,Shrub gradient plot 157,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1577,1578,158.0_brigham,450138.38,4434193.69,,,Shrub gradient plot 158,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1578,1579,65.0_brigham,450352.6,4433786.66,,,Shrub gradient plot 65,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1579,1580,66.0_brigham,450352.6,4433786.66,,,Shrub gradient plot 66,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1580,1581,155.0_brigham,450304.54,4434197.12,,,Shrub gradient plot 155,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1581,1582,156.0_brigham,450304.54,4434197.12,,,Shrub gradient plot 156,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1582,1583,164.0_brigham,450400.38,4433802.46,,,Shrub gradient plot 164,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1583,1584,113.0_brigham,450400.38,4433802.46,,,Shrub gradient plot 113,Laurel Brigham,observational plot,,,Soil temperature and moisture measurements; soil collection; plant trait measurements,,,,,,,,
1584,1585,artificial_shrub_area_brigham,449712.7,4434584,,,SHRUB SEEDING EXPERIMENT artificial_shrub_area,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1585,1586,162.0_brigham,449722.31,4434633.79,,,SHRUB SEEDING EXPERIMENT PLOT 162,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1586,1587,159.0_brigham,449720.52,4434657.32,,,SHRUB SEEDING EXPERIMENT PLOT 159,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1587,1588,164.0_brigham,449718.53,4434605.15,,,SHRUB SEEDING EXPERIMENT PLOT 164,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1588,1589,166.0_brigham,449727.81,4434596.15,,,SHRUB SEEDING EXPERIMENT PLOT 166,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1589,1590,129.0_brigham,449738.24,4434602.11,,,SHRUB SEEDING EXPERIMENT PLOT 129,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1590,1591,169.0_brigham,449749.21,4434595.68,,,SHRUB SEEDING EXPERIMENT PLOT 169,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1591,1592,168.0_brigham,449737.44,4434618.3,,,SHRUB SEEDING EXPERIMENT PLOT 168,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1592,1593,158.0_brigham,449726.7,4434572.64,,,SHRUB SEEDING EXPERIMENT PLOT 158,Laurel Brigham,manipulative plot,,,Transplant of two grass species (removed); biomass clipping; seeded subalpine species (removed); artificial shrub structures,,,,,,,,
1593,1594,Thermo1,,,40.056,-105.63,Thermo1,Mylene Jacquemart,observational point,3886,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1594,1595,Thermo2,,,40.0568,-105.63,Thermo2,Mylene Jacquemart,observational point,3871,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1595,1596,Thermo3,,,40.056,-105.629,Thermo3,Mylene Jacquemart,observational point,3782,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1596,1597,Thermo4,,,40.058,-105.625,Thermo4,Mylene Jacquemart,observational point,3796,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1597,1598,Thermo5,,,40.0506,-105.6303,Thermo5,Mylene Jacquemart,observational point,3635,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1598,1599,Thermo6,,,40.0509,-105.6287,Thermo6,Mylene Jacquemart,observational point,3651,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1599,1600,Thermo7,,,40.049,-105.627,Thermo7,Mylene Jacquemart,observational point,3710,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1600,1601,Thermo8,,,40.0151,-105.625,Thermo8,Mylene Jacquemart,observational point,3671,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1601,1602,Thermo9,,,40.0519,-105.6209,Thermo9,Mylene Jacquemart,observational point,3632,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1602,1603,Thermo10,,,40.0477,-105.6216,Thermo10,Mylene Jacquemart,observational point,3883,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1603,1604,Thermo11,,,40.0481,-105.624,Thermo11,Mylene Jacquemart,observational point,3985,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1604,1605,Thermo12,,,40.0477,-105.6258,Thermo12,Mylene Jacquemart,observational point,3982,20190911,Temperature loggers installed in bedrock or blocky talus for permafrost study,,,,,,,,
1605,1606,Rip2,,,40.03131,-105.53926,Riparian 2,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1606,1607,Rip3,,,40.03148,-105.53967,Riparian 3,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1607,1608,M9,,,40.0299,-105.53723,Meadow 9,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1608,1609,UM1,,,40.02895,-105.53826,Upper Meadow 1,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1609,1610,UM2,,,40.02887,-105.53848,Upper Meadow 2,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1610,1611,LM6,,,40.03,-105.53996,Lower Meadow 6,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1611,1612,UM3,,,40.028997,-105.53856,Upper Meadow 3,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1612,1613,LM1,,,40.029114,-105.537639,Lower Meadow 1,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1613,1614,LM2,,,40.029147,-105.537467,Lower Meadow 2,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1614,1615,ER1,,,40.030625,-105.54037,Elk Meadow Right 1,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1615,1616,ER2,,,40.030885,-105.540549,Elk Meadow Right 2,Christy McCain/Chloe Garfinkel,observational point,NaN,,Carrion beetle trapping,,,,,,,,
1616,1617,Pollinator.1.end.1,,,40.030105,-105.540968,Elk Meadow flower/pollinator plot 1 end 1,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1617,1618,Pollinator.1.end.2,,,40.030251,-105.541077,Elk Meadow flower/pollinator plot 1 end 2,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1618,1619,Pollinator.2.end.1,,,40.029926,-105.540408,Elk Meadow flower/pollinator plot 2 end 1,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1619,1620,Pollinator.2.end.2,,,40.030028,-105.540753,Elk Meadow flower/pollinator plot 2 end 2,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1620,1621,Pollinator.3.end.1,,,40.029933,-105.539809,Elk Meadow flower/pollinator plot 3 end 1,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1621,1622,Pollinator.3.end.2,,,40.029979,-105.540161,Elk Meadow flower/pollinator plot 3 end 2,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1622,1623,Pollinator.4.end.1,,,40.030082,-105.540026,Elk Meadow flower/pollinator plot 4 end 1,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1623,1624,Pollinator.4.end.2,,,40.030079,-105.540361,Elk Meadow flower/pollinator plot 4 end 2,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
1624,1625,Pollinator.5.end.1,,,40.030184,-105.53989,Elk Meadow flower/pollinator plot 5 end 1,Julian Resasco,observational plot,NaN,,Flowering and pollinator phenology,,,,,,,,
