,SITE,SPP,GRSTRAT,WOODY,GFNARROWarft,GFNARROWwalker,GENUS,SPECIES,SpeciesGenus,RAUNKIAERS,SORENSENS,GEODISTR
4558,OZTEX,OLEFRO,GUER,WOODY,ESHRUB,SEVER,Olearia,frostii,Olearia frostii,PH,NA,alpine
4559,OZTEX,XXXOOLEARIA,GUER,WOODY,ESHRUB,SEVER,Olearia,,Olearia ,PH,NA,alpine
4560,OZTEX,XXXOPOA,GUER,HERB,GRAMINOID,GRASS,Poa,,Poa ,HE,NA,alpine
4561,OZTEX,XXXOREOMYRRHIS,GUER,HERB,FORBSV,FORB,Oreomyrrhis,,Oreomyrrhis ,HE,NA,alpine
4562,OZTEX,ORILAN,GUER,WOODY,ESHRUB,SEVER,Orites,lancifolia,Orites lancifolia,PH,NA,alpine
4563,OZTEX,XXXOSEVER,GUER,WOODY,ESHRUB,SEVER,,, ,CH,NA,alpine
4564,OZTEX,OXYELL,GUER,WOODY,ESHRUB,SEVER,Oxylobium,ellipticum,Oxylobium ellipticum,PH,NA,alpine
4565,OZTEX,PENPUM,PHAL,WOODY,ESHRUB,SEVER,Pentachondra,pumila,Pentachondra pumila,CH,NA,alpine
4566,OZTEX,PHESQU,GUER,WOODY,ESHRUB,SEVER,Phebalium,squamulosum,Phebalium squamulosum,PH,NA,alpine
4567,OZTEX,PIMALP,GUER,WOODY,ESHRUB,SEVER,Pimelea,alpina,Pimelea alpina,CH,NA,alpine
4568,OZTEX,PIMAXI,GUER,WOODY,ESHRUB,SEVER,Pimelea,axiflora,Pimelea axiflora,PH,NA,alpine
4569,OZTEX,PIMBIF,GUER,WOODY,ESHRUB,SEVER,Pimelea,biflorus,Pimelea biflorus,CH,NA,alpine
4570,OZTEX,PLAEUR,GUER,HERB,FORBSV,FORB,Plantago,euryphylla,Plantago euryphylla,HE,NA,alpine
4571,OZTEX,POAHOT,GUER,HERB,GRAMINOID,GRASS,Poa,hothamensis,Poa hothamensis,HE,NA,alpine
4572,OZTEX,PORMIC,GUER,HERB,FORBSV,FORB,Poranthera,microphylla,Poranthera microphylla,HE,NA,alpine
4573,OZTEX,XXXPRASOPHYLLUM,GUER,HERB,FORBSV,FORB,Prasophyllum,,Prasophyllum ,CR,NA,alpine
4574,OZTEX,PROCUN,GUER,WOODY,ESHRUB,SEVER,Prostanthera,cuneata,Prostanthera cuneata,PH,NA,alpine
4575,OZTEX,RANVIC,GUER,HERB,FORBSV,FORB,Ranunculus,victoriensis,Ranunculus victoriensis,CR,NA,alpine
4576,OZTEX,XXXROCK,,,ROCK,ROCK,,, ,,NA,alpine
4577,OZTEX,XXXRYTIDOSPERMA,GUER,HERB,GRAMINOID,GRASS,,, ,HE,NA,alpine
4578,OZTEX,SCLBIF,GUER,HERB,FORBSV,FORB,Scleranthus,biflorus,Scleranthus biflorus,HE,NA,alpine
4579,OZTEX,XXXSENECIO,GUER,HERB,FORBSV,FORB,Senecio,,Senecio ,HE,NA,alpine
4580,OZTEX,STEPUN,GUER,HERB,FORBSV,FORB,Stellaria,pungens,Stellaria pungens,HE,NA,alpine
4581,OZTEX,TRISPI,GUER,HERB,GRAMINOID,GRASS,Trisetum,spicatum,Trisetum spicatum,HE,NA,alpine
4582,OZTEX,XXXUNKFOR,GUER,HERB,FORBSV,FORB,,, ,HE,NA,alpine
4583,OZTEX,XXXUNKGRA,GUER,HERB,GRAMINOID,GRASS,,, ,HE,NA,alpine
4584,OZTEX,XXXUNKMON,GUER,HERB,GRAMINOID,GRASS,,, ,HE,NA,alpine
4585,OZTEX,VIOBET,GUER,HERB,FORBSV,FORB,Viola,betonicifolia,Viola betonicifolia,HE,NA,alpine
4586,OZTEX,XXXASH,,,SOIL,SOIL,,, ,,NA,
4587,OZTEX,XXXCARDSP,,,FORBSV,FORB,Cardamine,,Cardamine ,NA,NA,
4588,OZTEX,XXXEUPRHASIA,,,FORBSV,FORB,Euphrasia,,Euphrasia ,NA,NA,
4589,OZTEX,XXXPEDOLEPIS,,,FORBSV,FORB,Podolepis,,Podolepis ,NA,NA,
4590,OZTEX,XXXSTELLARIA,,,FORBSV,FORB,Stellaria,,Stellaria ,NA,NA,
4591,OZTEX,XXXUNKSHRUB,,,ESHRUB,SEVER,,, ,NA,NA,
4592,OZTEX,ACANOV,,,FORBSV,FORB,Acaena,novae-zelandiae,Acaena novae-zelandiae,,NA,
4593,OZTEX,CERGLO,,,FORBSV,FORB,Cerastium,glomeratum,Cerastium glomeratum,,NA,
4594,OZTEX,CHIMUE,,,FORBSV,FORB,Chionogentias,muelleriana,Chionogentias muelleriana,,NA,
4595,OZTEX,CRAJAM,,,FORBSV,FORB,Craspedia,jamesii,Craspedia jamesii,,NA,
4596,OZTEX,EPAGLA,,,ESHRUB,SEVER,Epacris,glacialis,Epacris glacialis,,NA,
4597,OZTEX,EPAPAL,,,ESHRUB,SEVER,Epacris,paludosa,Epacris paludosa,,NA,
4598,OZTEX,EXONAN,,,ESHRUB,SEVER,Exocarpus,nanus,Exocarpus nanus,,NA,
4599,OZTEX,HYPRAD,,,FORB,FORB,Hypochaeris,radicata,Hypochaeris radicata,,NA,
4600,OZTEX,LYCFAS,,,FORBSV,SLVASC,Lycopodium,fastigiatum,Lycopodium fastigiatum,,NA,
4601,OZTEX,OLEFLA,,,ESHRUB,SHRUB,Olearia,flavescence,Olearia flavescence,,NA,
4602,OZTEX,OLESUB,,,ESHRUB,SEVER,Olearia,phlogopappa var. sub,Olearia phlogopappa var. sub,,NA,
4603,OZTEX,OREERI,,,FORBSV,FORB,Oreomyrrhis,eriopoda,Oreomyrrhis eriopoda,,NA,
4604,OZTEX,OZOHOO,,,ESHRUB,SEVER,Ozothamnus,hookeri,Ozothamnus hookeri,,NA,
4605,OZTEX,PODALP,,,ESHRUB,SEVER,Podolobium,alpestre,Podolobium alpestre,,NA,
4606,OZTEX,PODROB,,,FORBSV,FORB,Podolepis,robusta,Podolepis robusta,,NA,
4607,OZTEX,SCLSIN,,,FORBSV,FORB,Scleranthus,singuliflorus,Scleranthus singuliflorus,,NA,
4608,OZTEX,SENGUN,,,FORBSV,FORB,Senecio,gunnii,Senecio gunnii,,NA,
4609,OZTEX,SENPIN,,,FORBSV,FORB,Senecio,pinnatifolius,Senecio pinnatifolius,,NA,
4610,OZTEX,ERINIT,,,FORBSV,FORB,Erigeron,nitidus,Erigeron nitidus,,NA,
4611,OZTEX,TRAHUM,,,FORBSV,FORB,Trachymene,humulis,Trachymene humulis,,NA,
4612,OZTEX,TRIREP,,,FORBSV,FORB,Trifolium,repens,Trifolium repens,,NA,
4613,OZTEX,XXXHYDROCOTYLE,,,FORBSV,FORB,Hydrocotyle,,Hydrocotyle ,,NA,
4614,OZTEX,XXXLIVER,,,LIVER,LIVERTH,,, ,,NA,
4615,OZALPINE,ACEVUL,GUER,HERB,FORBSV,FORB,Rumex,vulgaris,Rumex vulgaris,HE,NA,alpine
4616,OZALPINE,XXXAGROSTIS,GUER,HERB,GRAMINOID,GRASS,Agrostis,,Agrostis ,HE,NA,alpine
4617,OZALPINE,AJUAUS,GUER,HERB,FORBSV,FORB,Ajuga,australis,Ajuga australis,CR,NA,alpine
4618,OZALPINE,ASPGUN,GUER,HERB,FORBSV,FORB,Asperula,gunnii,Asperula gunnii,HE,NA,alpine
4619,OZALPINE,ASTTRY,PHAL,WOODY,ESHRUB,SEVER,Asterolasia,trymalioides,Asterolasia trymalioides,PH,NA,alpine
4620,OZALPINE,AUSNIV,GUER,HERB,GRAMINOID,GRASS,Austrodanthonia,nivicola,Austrodanthonia nivicola,HE,NA,alpine
4621,OZALPINE,AUSVEL,GUER,HERB,GRAMINOID,GRASS,Australopyrum,velutinum,Australopyrum velutinum,HE,NA,alpine
4622,OZALPINE,XXXBG,,,SOIL,SOIL,,, ,,NA,alpine
4623,OZALPINE,BOSFOL,GUER,WOODY,ESHRUB,SEVER,Bossiaea,foliosa,Bossiaea foliosa,PH,NA,alpine
4624,OZALPINE,BRADEC,GUER,HERB,FORBSV,FORB,Brachyscome,decipiens,Brachyscome decipiens,HE,NA,alpine
4625,OZALPINE,BRASUB,GUER,HERB,FORBSV,FORB,Xerochrysum,subundulata,Xerochrysum subundulata,HE,NA,alpine
4626,OZALPINE,XXXCAREX,GUER,HERB,GRAMINOID,SEDGE,Carex,,Carex ,HE,NA,alpine
4627,OZALPINE,CELPUG,PHAL,HERB,FORBSV,FORB,Celmisia,pugioniformis,Celmisia pugioniformis,HE,NA,alpine
4628,OZALPINE,COLAFF,GUER,HERB,FORBSV,FORB,Colobanthus,affinis,Colobanthus affinis,HE,NA,alpine
4629,OZALPINE,CRACOO,GUER,HERB,FORBSV,FORB,Craspedia,coolaminica,Craspedia coolaminica,HE,NA,alpine
4630,OZALPINE,XXXDEYEUXIA,GUER,HERB,GRAMINOID,GRASS,Deyeuxia,,Deyeuxia ,HE,NA,alpine
4631,OZALPINE,EMPMIN,PHAL,HERB,GRAMINOID,RUSH,Empodisma,minus,Empodisma minus,CR,NA,alpine
4632,OZALPINE,EPAGUN,GUER,WOODY,ESHRUB,SEVER,Epacris,gunnii,Epacris gunnii,PH,NA,alpine
4633,OZALPINE,XXXERIGERON,GUER,HERB,FORBSV,FORB,Erigeron,,Erigeron ,HE,NA,alpine
4634,OZALPINE,EUCFOR,GUER,HERB,FORBSV,FORB,Euchiton,fordianus,Euchiton fordianus,HE,NA,alpine
4635,OZALPINE,EUCNIT,GUER,HERB,FORBSV,FORB,Euchiton,nitidulus,Euchiton nitidulus,HE,NA,alpine
4636,OZALPINE,XXXFIXED,,,OTHER,OTHER,,, ,,NA,alpine
4637,OZALPINE,XXXGERANIUM,GUER,HERB,FORBSV,FORB,Geranium,,Geranium ,HE,NA,alpine
4638,OZALPINE,GOOHED,PHAL,HERB,FORBSV,FORB,Goodenia,hederaceae,Goodenia hederaceae,HE,NA,alpine
4639,OZALPINE,GREAUS,GUER,WOODY,ESHRUB,SEVER,Grevillea,australis,Grevillea australis,PH,NA,alpine
4640,OZALPINE,XXXHELICHRYSUM,GUER,HERB,FORBSV,FORB,Helichrysum,,Helichrysum ,HE,NA,alpine
4641,OZALPINE,HOVMON,GUER,WOODY,ESHRUB,SEVER,Hovea,monta,Hovea monta,PH,NA,alpine
4642,OZALPINE,HYMDEN,GUER,WOODY,ESHRUB,SEVER,Melicitus,dentata,Melicitus dentata,PH,NA,alpine
4643,OZALPINE,KUNERI,PHAL,WOODY,ESHRUB,SEVER,Kunzea,ericifolia,Kunzea ericifolia,CH,NA,alpine
4644,OZALPINE,LEPFIL,GUER,HERB,FORBSV,FORB,"Leptinella, Cotula",filicula,"Leptinella, Cotula filicula",HE,NA,alpine
4645,OZALPINE,LEPSQU,PHAL,HERB,FORBSV,FORB,Leptorhynchos,squamatus,Leptorhynchos squamatus,HE,NA,alpine
4646,OZALPINE,XXXLEUCOPOGON,GUER,WOODY,ESHRUB,SEVER,Leucopogon,,Leucopogon ,PH,NA,alpine
4647,OZALPINE,XXXLICHEN,GUER,HERB,LICHEN,LFRUT,,, ,HE,NA,alpine
4648,OZALPINE,XXXLITTER,,,LITTER,LITTER,,, ,,NA,alpine
4649,OZALPINE,XXXLUZULA,GUER,HERB,GRAMINOID,RUSH,Luzula,,Luzula ,HE,NA,alpine
4650,OZALPINE,XXXLYCOPODIUM,GUER,HERB,FORBSV,SLVASC,Lycopodium,,Lycopodium ,CR,NA,alpine
4651,OZALPINE,MICLAN,GUER,HERB,FORBSV,FORB,Microseris,lanceolata,Microseris lanceolata,HE,NA,alpine
4652,OZALPINE,XXXMOSS,GUER,HERB,MOSS,MOSSU,,, ,HE,NA,alpine
4653,OZALPINE,XXXNODATA,,,OTHER,OTHER,,, ,,NA,alpine
4654,OZALPINE,XXXOBRACHYSCOME,GUER,HERB,FORBSV,FORB,Brachyscome,,Brachyscome ,HE,NA,alpine
4655,OZALPINE,XXXOCRASPEDIA,GUER,HERB,FORBSV,FORB,Craspedia,,Craspedia ,HE,NA,alpine
4656,OZALPINE,XXXOEPACRIS,GUER,WOODY,ESHRUB,SEVER,Epacris,,Epacris ,PH,NA,alpine
4657,OZALPINE,XXXOEXOTICF,GUER,HERB,FORBSV,FORB,Cerastium,,Cerastium ,HE,NA,alpine
4658,OZALPINE,XXXOFORB,GUER,HERB,FORBSV,FORB,Acaena,,Acaena ,HE,NA,alpine
4659,OZALPINE,OLEALG,GUER,WOODY,ESHRUB,SEVER,Olearia,algida,Olearia algida,PH,NA,alpine
4660,OZALPINE,OLEFRO,GUER,WOODY,ESHRUB,SEVER,Olearia,frostii,Olearia frostii,PH,NA,alpine
4661,OZALPINE,XXXOOLEARIA,GUER,WOODY,ESHRUB,SEVER,Olearia,,Olearia ,PH,NA,alpine
4662,OZALPINE,XXXOPOA,GUER,HERB,GRAMINOID,GRASS,Poa,,Poa ,HE,NA,alpine
4663,OZALPINE,XXXOREOMYRRHIS,GUER,HERB,FORBSV,FORB,Oreomyrrhis,,Oreomyrrhis ,HE,NA,alpine
4664,OZALPINE,ORILAN,GUER,WOODY,ESHRUB,SEVER,Orites,lancifolia,Orites lancifolia,PH,NA,alpine
4665,OZALPINE,XXXOSEVER,GUER,WOODY,ESHRUB,SEVER,,, ,CH,NA,alpine
4666,OZALPINE,OXYELL,GUER,WOODY,ESHRUB,SEVER,Oxylobium,ellipticum,Oxylobium ellipticum,PH,NA,alpine
4667,OZALPINE,PENPUM,PHAL,WOODY,ESHRUB,SEVER,Pentachondra,pumila,Pentachondra pumila,CH,NA,alpine
4668,OZALPINE,PHESQU,GUER,WOODY,ESHRUB,SEVER,Phebalium,squamulosum,Phebalium squamulosum,PH,NA,alpine
4669,OZALPINE,PIMALP,GUER,WOODY,ESHRUB,SEVER,Pimelea,alpina,Pimelea alpina,CH,NA,alpine
4670,OZALPINE,PIMAXI,GUER,WOODY,ESHRUB,SEVER,Pimelea,axiflora,Pimelea axiflora,PH,NA,alpine
4671,OZALPINE,PIMBIF,GUER,WOODY,ESHRUB,SEVER,Pimelea,biflorus,Pimelea biflorus,CH,NA,alpine
4672,OZALPINE,PLAEUR,GUER,HERB,FORBSV,FORB,Plantago,euryphylla,Plantago euryphylla,HE,NA,alpine
4673,OZALPINE,POAHOT,GUER,HERB,GRAMINOID,GRASS,Poa,hothamensis,Poa hothamensis,HE,NA,alpine
4674,OZALPINE,PORMIC,GUER,HERB,FORBSV,FORB,Poranthera,microphylla,Poranthera microphylla,HE,NA,alpine
4675,OZALPINE,XXXPRASOPHYLLUM,GUER,HERB,FORBSV,FORB,Prasophyllum,,Prasophyllum ,CR,NA,alpine
4676,OZALPINE,PROCUN,GUER,WOODY,ESHRUB,SEVER,Prostanthera,cuneata,Prostanthera cuneata,PH,NA,alpine
4677,OZALPINE,RANVIC,GUER,HERB,FORBSV,FORB,Ranunculus,victoriensis,Ranunculus victoriensis,CR,NA,alpine
4678,OZALPINE,XXXROCK,,,ROCK,ROCK,,, ,,NA,alpine
4679,OZALPINE,XXXRYTIDOSPERMA,GUER,HERB,GRAMINOID,GRASS,,, ,HE,NA,alpine
4680,OZALPINE,SCLBIF,GUER,HERB,FORBSV,FORB,Scleranthus,biflorus,Scleranthus biflorus,HE,NA,alpine
4681,OZALPINE,XXXSENECIO,GUER,HERB,FORBSV,FORB,Senecio,,Senecio ,HE,NA,alpine
4682,OZALPINE,STEPUN,GUER,HERB,FORBSV,FORB,Stellaria,pungens,Stellaria pungens,HE,NA,alpine
4683,OZALPINE,TRISPI,GUER,HERB,GRAMINOID,GRASS,Trisetum,spicatum,Trisetum spicatum,HE,NA,alpine
4684,OZALPINE,XXXUNKFOR,GUER,HERB,FORBSV,FORB,,, ,HE,NA,alpine
4685,OZALPINE,XXXUNKGRA,GUER,HERB,GRAMINOID,GRASS,,, ,HE,NA,alpine
4686,OZALPINE,XXXUNKMON,GUER,HERB,GRAMINOID,GRASS,,, ,HE,NA,alpine
4687,OZALPINE,VIOBET,GUER,HERB,FORBSV,FORB,Viola,betonicifolia,Viola betonicifolia,HE,NA,alpine
4688,OZALPINE,XXXASH,,,SOIL,SOIL,,, ,,NA,
4689,OZALPINE,XXXCARDSP,,,FORBSV,FORB,Cardamine,,Cardamine ,NA,NA,
4690,OZALPINE,XXXEUPRHASIA,,,FORBSV,FORB,Euphrasia,,Euphrasia ,NA,NA,
4691,OZALPINE,XXXPEDOLEPIS,,,FORBSV,FORB,Podolepis,,Podolepis ,NA,NA,
4692,OZALPINE,XXXSTELLARIA,,,FORBSV,FORB,Stellaria,,Stellaria ,NA,NA,
4693,OZALPINE,XXXUNKSHRUB,,,ESHRUB,SEVER,,, ,NA,NA,
4694,OZALPINE,ACANOV,,,FORBSV,FORB,Acaena,novae-zelandiae,Acaena novae-zelandiae,,NA,
4695,OZALPINE,CERGLO,,,FORBSV,FORB,Cerastium,glomeratum,Cerastium glomeratum,,NA,
4696,OZALPINE,CHIMUE,,,FORBSV,FORB,Chionogentias,muelleriana,Chionogentias muelleriana,,NA,
4697,OZALPINE,CRAJAM,,,FORBSV,FORB,Craspedia,jamesii,Craspedia jamesii,,NA,
4698,OZALPINE,EPAGLA,,,ESHRUB,SEVER,Epacris,glacialis,Epacris glacialis,,NA,
4699,OZALPINE,EPAPAL,,,ESHRUB,SEVER,Epacris,paludosa,Epacris paludosa,,NA,
4700,OZALPINE,EXONAN,,,ESHRUB,SEVER,Exocarpus,nanus,Exocarpus nanus,,NA,
4701,OZALPINE,HYPRAD,,,FORB,FORB,Hypochaeris,radicata,Hypochaeris radicata,,NA,
4702,OZALPINE,LYCFAS,,,FORBSV,SLVASC,Lycopodium,fastigiatum,Lycopodium fastigiatum,,NA,
4703,OZALPINE,OLEFLA,,,ESHRUB,SHRUB,Olearia,flavescence,Olearia flavescence,,NA,
4704,OZALPINE,OLESUB,,,ESHRUB,SEVER,Olearia,phlogopappa var. sub,Olearia phlogopappa var. sub,,NA,
4705,OZALPINE,OREERI,,,FORBSV,FORB,Oreomyrrhis,eriopoda,Oreomyrrhis eriopoda,,NA,
4706,OZALPINE,OZOHOO,,,ESHRUB,SEVER,Ozothamnus,hookeri,Ozothamnus hookeri,,NA,
4707,OZALPINE,PODALP,,,ESHRUB,SEVER,Podolobium,alpestre,Podolobium alpestre,,NA,
4708,OZALPINE,PODROB,,,FORBSV,FORB,Podolepis,robusta,Podolepis robusta,,NA,
4709,OZALPINE,SCLSIN,,,FORBSV,FORB,Scleranthus,singuliflorus,Scleranthus singuliflorus,,NA,
4710,OZALPINE,SENGUN,,,FORBSV,FORB,Senecio,gunnii,Senecio gunnii,,NA,
4711,OZALPINE,SENPIN,,,FORBSV,FORB,Senecio,pinnatifolius,Senecio pinnatifolius,,NA,
4712,OZALPINE,ERINIT,,,FORBSV,FORB,Erigeron,nitidus,Erigeron nitidus,,NA,
4713,OZALPINE,TRAHUM,,,FORBSV,FORB,Trachymene,humulis,Trachymene humulis,,NA,
4714,OZALPINE,TRIREP,,,FORBSV,FORB,Trifolium,repens,Trifolium repens,,NA,
4715,OZALPINE,XXXHYDROCOTYLE,,,FORBSV,FORB,Hydrocotyle,,Hydrocotyle ,,NA,
4716,OZALPINE,XXXLIVER,,,LIVER,LIVERTH,,, ,,NA,
4717,JAKOBSHORN,ACHMIL,GUER,HERB,FORBSV,FORB,Achillea,millefolium,Achillea millefolium,HE,NA,NA
4718,JAKOBSHORN,ADEGLA,GUER,HERB,FORBSV,FORB,Adenostyles,glabra,Adenostyles glabra,HE,NA,NA
4719,JAKOBSHORN,AGRALP,GUER,HERB,GRAMINOID,GRASS,Agrostis,alpina,Agrostis alpina,HE,NA,NA
4720,JAKOBSHORN,AGRCAP,GUER,HERB,GRAMINOID,GRASS,Agrostis,capillaris,Agrostis capillaris,HE,NA,NA
4721,JAKOBSHORN,AGRREP,PHAL,HERB,GRAMINOID,GRASS,Agropyron,repens,Agropyron repens,HE,NA,NA
4722,JAKOBSHORN,AGRRUP,GUER,HERB,GRAMINOID,GRASS,Agrostis,rupestris,Agrostis rupestris,HE,NA,NA
4723,JAKOBSHORN,AJUPYR,GUER,HERB,FORBSV,FORB,Ajuga,pyramidalis,Ajuga pyramidalis,HE,NA,NA
4724,JAKOBSHORN,AJUREP,GUER,HERB,FORBSV,FORB,Ajuga,reptans,Ajuga reptans,HE,NA,NA
4725,JAKOBSHORN,ALCCON,NA,HERB,FORBSV,FORB,Alchemilla,conjuncta,Alchemilla conjuncta,HE,NA,NA
4726,JAKOBSHORN,ALCPEN,NA,HERB,FORBSV,FORB,Alchemilla,pentaphyllea,Alchemilla pentaphyllea,HE,NA,NA
4727,JAKOBSHORN,XXXALCSP,NA,HERB,FORBSV,FORB,Alchemilla,,Alchemilla ,HE,NA,NA
4728,JAKOBSHORN,ALLSCH,GUER,HERB,FORBSV,FORB,Allium,schoenoprasum,Allium schoenoprasum,CR,NA,NA
4729,JAKOBSHORN,ALNVIR,PHAL,WOODY,DSHRUB,SDECI,Alnus,viridis,Alnus viridis,CH,NA,NA
4730,JAKOBSHORN,ALOPRA,NA,HERB,GRAMINOID,GRASS,Alopecurus,pratensis,Alopecurus pratensis,HE,NA,NA
4731,JAKOBSHORN,ANDCHA,RAMBO,HERB,FORBSV,FORB,Androsace,chamaejasme,Androsace chamaejasme,HE,NA,NA
4732,JAKOBSHORN,ANDOBT,RAMBO,HERB,FORBSV,FORB,Androsace,obtusifolia,Androsace obtusifolia,HE,NA,NA
4733,JAKOBSHORN,ANTHOALP,NA,HERB,GRAMINOID,GRASS,Anthoxanthum,alpinum,Anthoxanthum alpinum,HE,NA,NA
4734,JAKOBSHORN,ANTHYALP,RAMBO,HERB,FORBSV,FORB,Anthyllis,alpestris,Anthyllis alpestris,HE,NA,NA
4735,JAKOBSHORN,ANTCAR,NA,HERB,FORBSV,FORB,Antennaria,carpatica,Antennaria carpatica,HE,NA,NA
4736,JAKOBSHORN,ANTDIO,NA,HERB,FORBSV,FORB,Antennaria,dioica,Antennaria dioica,CH,NA,NA
4737,JAKOBSHORN,ANTODO,NA,HERB,GRAMINOID,GRASS,Anthoxanthum,odoratum,Anthoxanthum odoratum,HE,NA,NA
4738,JAKOBSHORN,ANTVUL,RAMBO,HERB,FORBSV,FORB,Anthyllis,vulneraria,Anthyllis vulneraria,HE,NA,NA
4739,JAKOBSHORN,ARAALP,NA,HERB,FORBSV,FORB,Arabis,alpina,Arabis alpina,CH,NA,NA
4740,JAKOBSHORN,ARNMON,NA,HERB,FORBSV,FORB,Arnica,montana,Arnica montana,HE,NA,NA
4741,JAKOBSHORN,ASTALP,NA,HERB,FORBSV,FORB,Aster,alpinus,Aster alpinus,HE,NA,NA
4742,JAKOBSHORN,ASTBEL,NA,HERB,FORBSV,FORB,Aster,bellidiastrum,Aster bellidiastrum,HE,NA,NA
4743,JAKOBSHORN,DESFLE,GUER,HERB,GRAMINOID,GRASS,Deschampsia,flexuosa,Deschampsia flexuosa,HE,NA,NA
4744,JAKOBSHORN,BARALP,RAMBO,HERB,FORBSV,FORB,Bartsia,alpina,Bartsia alpina,CR,NA,NA
4745,JAKOBSHORN,BISLAE,NA,HERB,FORBSV,FORB,Biscutella,laevigata,Biscutella laevigata,HE,NA,NA
4746,JAKOBSHORN,BOTLUN,NA,HERB,FORBSV,SLVASC,Botrychium,lunaria,Botrychium lunaria,CR,NA,NA
4747,JAKOBSHORN,BRIMED,NA,HERB,GRAMINOID,GRASS,Briza,media,Briza media,HE,NA,NA
4748,JAKOBSHORN,CALCOR,NA,HERB,FORBSV,FORB,Callianthemum,coriandrifolium,Callianthemum coriandrifolium,HE,NA,NA
4749,JAKOBSHORN,XXXCALSP,GUER,HERB,GRAMINOID,GRASS,Calamagrostis,,Calamagrostis ,HE,NA,NA
4750,JAKOBSHORN,CALVIL,GUER,HERB,GRAMINOID,GRASS,Calamagrostis,villosa,Calamagrostis villosa,HE,NA,NA
4751,JAKOBSHORN,CALVUL,PHAL,WOODY,ESHRUB,SEVER,Calluna,vulgaris,Calluna vulgaris,CH,NA,NA
4752,JAKOBSHORN,CAMBAR,NA,HERB,FORBSV,FORB,Campanula,barbata,Campanula barbata,HE,NA,NA
4753,JAKOBSHORN,CAMSCH,NA,HERB,FORBSV,FORB,Campanula,scheuchzeri,Campanula scheuchzeri,HE,NA,NA
4754,JAKOBSHORN,CARACA,NA,HERB,FORBSV,FORB,Carlina,acaulis,Carlina acaulis,HE,NA,NA
4755,JAKOBSHORN,CARCAP,GUER,HERB,GRAMINOID,SEDGE,Carex,capillaris,Carex capillaris,HE,NA,NA
4756,JAKOBSHORN,CAREXCAR,GUER,HERB,GRAMINOID,SEDGE,Carex,caryophyllea,Carex caryophyllea,HE,NA,NA
4757,JAKOBSHORN,CARUMCAR,RAMBO,HERB,FORBSV,FORB,Carum,carvi,Carum carvi,CR,NA,NA
4758,JAKOBSHORN,CARCUR,PHAL,HERB,GRAMINOID,SEDGE,Carex,curvula,Carex curvula,HE,NA,NA
4759,JAKOBSHORN,CARECH,NA,HERB,GRAMINOID,SEDGE,Carex,echinata,Carex echinata,HE,NA,NA
4760,JAKOBSHORN,CARFIR,NA,HERB,GRAMINOID,SEDGE,Carex,firma,Carex firma,HE,NA,NA
4761,JAKOBSHORN,CARFLA,GUER,HERB,GRAMINOID,SEDGE,Carex,flava,Carex flava,HE,NA,NA
4762,JAKOBSHORN,CARLIM,NA,HERB,GRAMINOID,SEDGE,Carex,limosa,Carex limosa,CR,NA,NA
4763,JAKOBSHORN,CARMON,NA,HERB,GRAMINOID,SEDGE,Carex,montana,Carex montana,HE,NA,NA
4764,JAKOBSHORN,CARNIG,NA,HERB,GRAMINOID,SEDGE,Carex,nigra,Carex nigra,CR,NA,NA
4765,JAKOBSHORN,CARORN,NA,HERB,GRAMINOID,SEDGE,Carex,ornithopoda,Carex ornithopoda,HE,NA,NA
4766,JAKOBSHORN,CARPAL,NA,HERB,GRAMINOID,SEDGE,Carex,pallescens,Carex pallescens,HE,NA,NA
4767,JAKOBSHORN,CARPAR,NA,HERB,GRAMINOID,SEDGE,Carex,parviflora,Carex parviflora,HE,NA,NA
4768,JAKOBSHORN,CARPIL,NA,HERB,GRAMINOID,SEDGE,Carex,pilulifera,Carex pilulifera,HE,NA,NA
4769,JAKOBSHORN,CARSEM,NA,HERB,GRAMINOID,SEDGE,Carex,sempervirens,Carex sempervirens,HE,NA,NA
4770,JAKOBSHORN,CERARV,NA,HERB,FORBSV,FORB,Cerastium,arvense,Cerastium arvense,HE,NA,NA
4771,JAKOBSHORN,CERFON,NA,HERB,FORBSV,FORB,Cerastium,fontanum,Cerastium fontanum,HE,NA,NA
4772,JAKOBSHORN,CHAVIL,NA,HERB,FORBSV,FORB,Chaerophyllum,villarsii,Chaerophyllum villarsii,HE,NA,NA
4773,JAKOBSHORN,CIRSPI,GUER,HERB,FORBSV,FORB,Cirsium,spinosissimum,Cirsium spinosissimum,HE,NA,NA
4774,JAKOBSHORN,COEVIR,RAMBO,HERB,FORBSV,FORB,Coeloglossum,viride,Coeloglossum viride,CR,NA,NA
4775,JAKOBSHORN,CREALP,NA,HERB,FORBSV,FORB,Crepis,alpestris,Crepis alpestris,HE,NA,NA
4776,JAKOBSHORN,CREAUR,NA,HERB,FORBSV,FORB,Crepis,aurea,Crepis aurea,HE,NA,NA
4777,JAKOBSHORN,CREBOC,NA,HERB,FORBSV,FORB,Crepis,bocconei,Crepis bocconei,HE,NA,NA
4778,JAKOBSHORN,CROALB,RAMBO,HERB,FORBSV,FORB,Crocus,albiflorus,Crocus albiflorus,CR,NA,NA
4779,JAKOBSHORN,DACGLO,PHAL,HERB,GRAMINOID,GRASS,Dactylis,glomerata,Dactylis glomerata,HE,NA,NA
